title,artist,description,purchase_price,sale_price,gross_appreciation_multiplier,gross_appreciation_period,url,has_image,image_url
Shadow,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen ink on canvas,$50.4K,$110.5K,2.2x,7 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/shadow-1977-w:8a3843843b0e69b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PN2599lot368.jpg
Diamond dust oxidation painting,ANDY WARHOL (b. 1928 d. 1987),urine and metallic pigment and acrylic with diamond dust on canvas,$209.6K,$458.5K,2.2x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/diamond-dust-oxidation-painting-1960-w:30da535f3c6f81f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN08592lot263.jpg
5 deaths,ANDY WARHOL (b. 1928 d. 1987),silkscreen ink and acrylic on canvas,$3.7M,$8.2M,2.2x,10 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/5-deaths-1963-w:d8ba42c343cb4d6,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN2597lot18.jpg
Jackie,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$231.5K,$500K,2.2x,16 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/jackie-1964-w:6c3ab6b2d83e65a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN10150lot154.jpg
Still life with coca cola bottle,ANDY WARHOL (b. 1928 d. 1987),ink on paper on board,$46.3K,$100K,2.2x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/still-life-with-coca-cola-bottle-1955-w:880bff10e38f424,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/DNY010613lot439.jpg
Hammer and sickle,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer paint and silkscreen on canvas,$180K,$383.3K,2.1x,8 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/hammer-and-sickle-1977-w:398d7f5881315d2,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PUK010113lot370.jpg
Untitled,ANDY WARHOL (b. 1928 d. 1987),ink on paper,$13.8K,$27.5K,2x,4 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/untitled-1957-w:faf57ce65558334,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CNY010416lot277.jpg
Untitled (mick jagger),ANDY WARHOL (b. 1928 d. 1987),polaroid photograph,$4.7K,$9.4K,2x,16 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/untitled-(mick-jagger)-1975-w:e8ae19ff4b66e33,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL17026lot64.jpg
Self-portrait with fright wig,ANDY WARHOL (b. 1928 d. 1987),polacolor er,$11.4K,$22.5K,2x,11 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/self-portrait-with-fright-wig-1986-w:cc87ecb6e1b7add,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09421lot420A.jpg
Untitled (rorschach series),ANDY WARHOL (b. 1928 d. 1987),liquitex on canvas,$424K,$834.5K,2x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/untitled-(rorschach-series)-1984-w:d97b35487d62950,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN1150lot54.jpg
Clockwork panda drummer (toy series),ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$61.5K,$120.8K,2x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/clockwork-panda-drummer-(toy-series)-1983-w:9deb44d621b3a7f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL09623lot175.jpg
Diamond dust shoes,ANDY WARHOL (b. 1928 d. 1987),"""synthetic polymer, silkscreen inks and diamond dust on paper""",$96K,$185K,1.9x,8 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/diamond-dust-shoes-1980-w:f147a3d177015d9,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN2792lot265.jpg
Dollar sign,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen inks on canvas,$3.9M,$7.2M,1.9x,10 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/dollar-sign-1981-w:235d8637ccae721,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN14187lot52.jpg
Poinsettias,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$56.3K,$104.1K,1.9x,7 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/poinsettias-1982-w:021ef960869bf4b,False,
Flowers,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$239.6K,$441K,1.8x,12 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/flowers-w:12dff3bcc05b792,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN10789lot286.jpg
Diamond dust shoes,ANDY WARHOL (b. 1928 d. 1987),"""synthetic polymer, diamond dust and silkscreen inks on canvas""",$132K,$242.7K,1.8x,14 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/diamond-dust-shoes-1982-w:a96c0598837acfc,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL6062lot177.jpg
Dance steps,ANDY WARHOL (b. 1928 d. 1987),pencil on paper,$793.7K,$1.4M,1.8x,7 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/dance-steps-1962-w:a117344bf0db5ac,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SNY010713lot45.jpg
Self-portrait,ANDY WARHOL (b. 1928 d. 1987),acrylic on paper,$76.4K,$136K,1.8x,17 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/self-portrait-1986-w:02b39a51430d013,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CHK010417lot185.jpg
Untitled (harper's bazaar fall 1962 cover),ANDY WARHOL (b. 1928 d. 1987),pencil and watercolor on paper,$49.2K,$86.5K,1.8x,7 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/untitled-(harper's-bazaar-fall-1962-cover)-1962-w:7ba8da44bf75540,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN08244lot255.jpg
Still life (flowers),ANDY WARHOL (b. 1928 d. 1987),ink on paper,$11.4K,$20K,1.8x,7 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/still-life-(flowers)-1956-w:854eeac25a50109,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN1998lot110.jpg
Dollar sign,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$177.6K,$310K,1.7x,13 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/dollar-sign-1981-w:1996cf890132d1f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN17650lot199.jpg
Marilyn monroe,ANDY WARHOL (b. 1928 d. 1987),"""portfolio of screenprints on paper, in 10 parts""",$1.1M,$1.9M,1.7x,9 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/marilyn-monroe-1967-w:36ac64ae021e2a5,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CNY010214lot46.jpg
Monkey(toy painting),ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$116K,$200K,1.7x,1 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/monkey(toy-painting)-1983-w:2ae6dfbd5a0d696,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/MN09553lot296.jpg
Lobster,ANDY WARHOL (b. 1928 d. 1987),graphite on paper,$8.1K,$13.8K,1.7x,8 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/lobster-1950-w:3f5de6929250ca1,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL20026lot326.jpg
Jackie,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen ink on canvas,$772K,$1.3M,1.7x,12 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/jackie-1964-w:26deaf79283f25a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN15974lot183.jpg
Clockwork panda and drummer (toy painting),ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$120K,$200K,1.7x,less than a year,https://www.masterworks.com/research/artist/andy-warhol/artwork/clockwork-panda-and-drummer-(toy-painting)-1983-w:b4703b3d6841f65,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/MN09553lot154.jpg
Rorschach,ANDY WARHOL (b. 1928 d. 1987),acrylic on canvas,$72K,$118.8K,1.6x,7 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/rorschach-1984-w:8ef8e79a87a3459,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN2792lot328.jpg
Electric chair (retrospective series),ANDY WARHOL (b. 1928 d. 1987),60.7 cm x 45.5 cm,$26.4K,$43.5K,1.6x,15 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/electric-chair-(retrospective-series)-1978-w:c17bd32a4be396d,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL21021lot715.jpg
Dollar sign,ANDY WARHOL (b. 1928 d. 1987),silkscreen in colors on paper,$68.5K,$112.6K,1.6x,7 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/dollar-sign-1982-w:54cb26b0a907864,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CP4022lot260.jpg
Campbell's soup box (chicken rice),ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen inks on canvas--unframed,$49.5K,$81.3K,1.6x,13 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/campbell's-soup-box-(chicken-rice)-1986-w:6c42a2d3ed85d36,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN1151lot317A.jpg
Man ray,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen inks on canvas,$297.1K,$485K,1.6x,9 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/man-ray-1974-w:84609d462f4b068,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN2892lot256.jpg
Volkswagen (from ads),ANDY WARHOL (b. 1928 d. 1987),142.24 cm x 142.24 cm,$406K,$650K,1.6x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/volkswagen-(from-ads)-1985-w:b584c91f36ebd75,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN18977lot103.jpg
Guns,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen inks on canvas,$42.8K,$68.2K,1.6x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/guns-1981-w:0c0d3d6c15db35a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN9646lot102.jpg
Flowers,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on linen.,$5.2M,$8.1M,1.6x,4 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/flowers-1964-w:b8268756d2599cc,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CNY010111lot51.jpg
Diamond dust red shoe,ANDY WARHOL (b. 1928 d. 1987),"""acrylic, silkscreen ink with diamond dust on canvas""",$102K,$160K,1.6x,12 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/diamond-dust-red-shoe-1980-w:ce3037c6932aa67,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SHK0740lot266.jpg
Statue of liberty,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen ink on canvas,$2.2M,$3.4M,1.6x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/statue-of-liberty-1986-w:7ba824df05e71c4,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN08744lot73.jpg
Guns,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen inks on canvas,$520K,$800K,1.5x,13 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/guns-1980-w:69a8d4b0348130d,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN2598lot261.jpg
Silver liz (diptych),ANDY WARHOL (b. 1928 d. 1987),"""spray enamel, synthetic polymer and silkscreen inks on canvas""",$18.3M,$28.2M,1.5x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/silver-liz-(diptych)-1965-w:2d2f00cddb731f3,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN3739lot45.jpg
Camouflage,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen inks on canvas,$1.5M,$2.3M,1.5x,8 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/camouflage-1987-w:795d6d7fa96a79e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PN3742lot36.jpg
Toy apple,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$114.9K,$175K,1.5x,10 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/toy-apple-1983-w:ba8546116e26654,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/AN09762lot129.jpg
Portrait of queen elizabeth,ANDY WARHOL (b. 1928 d. 1987),silkscreen inks and paper collage with overlaid mylar sheets on paper,$38.5K,$58.4K,1.5x,16 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/portrait-of-queen-elizabeth-1984-w:2414f16eaa17498,False,
Brillo soap pads,ANDY WARHOL (b. 1928 d. 1987),silkscreen ink and paint on plywood,$410.5K,$607.5K,1.5x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/brillo-soap-pads-1969-w:46f54a05b4fcd3f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN14188lot406.jpg
Gun,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$7M,$10.2M,1.5x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/gun-1981-w:4a97c7e8859ca24,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PN3740lot4.jpg
Lenin,ANDY WARHOL (b. 1928 d. 1987),graphite on paper,$43K,$62.3K,1.4x,16 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/lenin-1987-w:2db09a9e61f9fda,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL16936lot678.jpg
Physiological diagram,ANDY WARHOL (b. 1928 d. 1987),ink on paper,$19.1K,$27.5K,1.4x,12 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/physiological-diagram-1986-w:c32a50c493d7bb7,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN3742lot422.jpg
Watches,ANDY WARHOL (b. 1928 d. 1987),water-based paint on cotton duck,$1.1M,$1.6M,1.4x,7 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/watches-1961-w:ca9a19255e0e177,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SUK010512lot65.jpg
Dollar sign,ANDY WARHOL (b. 1928 d. 1987),104.14 cm x 129.54 cm,$318.4K,$450K,1.4x,14 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/dollar-sign-1981-w:735deacc252e82a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN18977lot187.jpg
Vip ticket - studio 54,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen inks on canvas,$109K,$151.2K,1.4x,14 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/vip-ticket---studio-54-1978-w:d932741ec2a9b95,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN10779lot10.jpg
Cabbage patch doll,ANDY WARHOL (b. 1928 d. 1987),pencil on paper,$21.5K,$29.1K,1.4x,12 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/cabbage-patch-doll-1985-w:7d96f57d5780e90,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/APF2125lot352.jpg
Large campbell's soup can,ANDY WARHOL (b. 1928 d. 1987),"""acrylic, silkscreen ink and silver paint on canvas""",$5.5M,$7.4M,1.3x,9 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/large-campbell's-soup-can-1965-w:51e6c6dae6f7f6b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL16020lot45.jpg
Sex parts [two works],ANDY WARHOL (b. 1928 d. 1987),graphite on paper,$60K,$80.5K,1.3x,4 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/sex-parts-[two-works]-1978-w:4168413baad8189,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN08792lot273.jpg
Five deaths on turqouise,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$7.3M,$9.8M,1.3x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/five-deaths-on-turqouise-1963-w:1e24e1c1e342998,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN3739lot34.jpg
Christmas invitation design,ANDY WARHOL (b. 1928 d. 1987),"""ink, dr. martin's aniline dye and tempera on paper""",$7.5K,$9.8K,1.3x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/christmas-invitation-design-1956-w:2236f6b1dbd347a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CUK010819lot42.jpg
Robot (toy series),ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$65.3K,$85.2K,1.3x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/robot-(toy-series)-1983-w:f622980cece5b0a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL09623lot187.jpg
Ladies and gentlemen,ANDY WARHOL (b. 1928 d. 1987),three elements- acrylic and silkscreen inks on canvas,$1.7M,$2.2M,1.3x,4 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/ladies-and-gentlemen-1975-w:233def311d1d11f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN14996lot51.jpg
Dollar sign,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$734.5K,$927.5K,1.3x,11 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/dollar-sign-w:e8de0afb39864f8,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN10789lot253.jpg
Self-portrait,ANDY WARHOL (b. 1928 d. 1987),silkscreen ink on paper,$108.9K,$137.5K,1.3x,4 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/self-portrait-1978-w:6e8d37357ebb37b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN14996lot312.jpg
Untitled (moon explorer),ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen inks on canvas--unframed,$18.7K,$23.5K,1.3x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/untitled-(moon-explorer)-1983-w:840622fab939d70,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN9780lot231.jpg
Five guns,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$349.3K,$437.9K,1.3x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/five-guns-1983-w:6e9fa07ffb31093,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PL12021lot10.jpg
Lenin,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$3.4M,$4.2M,1.2x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/lenin-1986-w:133ea27b1fb5ca1,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL10381lot32.jpg
Cells,ANDY WARHOL (b. 1928 d. 1987),"""silkscreen ink, paper collage, tape and acetate on board""",$22.5K,$27.5K,1.2x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/cells-1983-w:479fb566e2514a8,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CNY010417lot60.jpg
Flowers,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen inks on canvas,$56.8K,$69.3K,1.2x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/flowers-1964-w:b4af04b8ea1c0aa,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN1374lot100.jpg
Oxidation,ANDY WARHOL (b. 1928 d. 1987),urine and metallic pigment in acrylic on canvas,$114K,$138.6K,1.2x,15 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/oxidation-w:ef89a80c84d445a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN10789lot273.jpg
Gold jackie,ANDY WARHOL (b. 1928 d. 1987),gold synthetic polymer paint and silkscreen inks on canvas,$691.8K,$829K,1.2x,4 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/gold-jackie-1964-w:be9578f85b79944,False,
Somebody wants to buy your apartment building!,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$134.5K,$161K,1.2x,4 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/somebody-wants-to-buy-your-apartment-building!-1986-w:a8aff07d1279fcb,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SNY010416lot77.jpg
Reel basquiat,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen ink on canvas,$3.3M,$4M,1.2x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/reel-basquiat-1984-w:97bd11d30b906ac,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN3740lot61.jpg
Diamond dust shoes,ANDY WARHOL (b. 1928 d. 1987),"""synthetic polymer, silkscreen ink and diamond dust on canvas""",$1.7M,$2M,1.2x,1 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/diamond-dust-shoes-1981-w:8cb50dc466d562c,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PN2891lot12.jpg
Christmas wreath,ANDY WARHOL (b. 1928 d. 1987),ink and watercolor on paper,$14.3K,$16.8K,1.2x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/christmas-wreath-1957-w:7a06acfa45e6816,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN08244lot257.jpg
Diamond candy box,ANDY WARHOL (b. 1928 d. 1987),"""synthetic polymer paint, diamond dust and silkscreen ink on canvas""",$69.5K,$81.3K,1.2x,9 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/diamond-candy-box-1981-w:90aa0262d550dc0,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CNY010120lot259.jpg
Electric chair,ANDY WARHOL (b. 1928 d. 1987),"""screenprint on velin arches paper, in 10 parts""",$156.6K,$182.3K,1.2x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/electric-chair-1971-w:29d207b2f22fd77,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/KUK010616lot587.jpg
Cambell's soup can (clam chowder-manhattan style),ANDY WARHOL (b. 1928 d. 1987),casein and pencil on canvas,$1.8M,$2M,1.1x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/cambell's-soup-can-(clam-chowder-manhattan-style)-1962-w:13d39b6fadba22f,False,
Dollar sign,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$322.8K,$362.5K,1.1x,10 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/dollar-sign-1982-w:15504dae0380c21,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09714lot415.jpg
Mick jagger,ANDY WARHOL (b. 1928 d. 1987),unique color polaroid,$15.6K,$17.5K,1.1x,7 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/mick-jagger-1975-w:fbfe500d8f3a1ba,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09038lot292.jpg
25 cats name[d] sam and one blue pussy: one plate,ANDY WARHOL (b. 1928 d. 1987),offset lithograph and watercolor on paper,$6.7K,$7.5K,1.1x,9 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/25-cats-name[d]-sam-and-one-blue-pussy:-one-plate-1954-w:8ca01ef378f2123,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN12121lot213.jpg
Mao (f&s ii 91),ANDY WARHOL (b. 1928 d. 1987),screenprint in colours on beckett high white paper,$34.4K,$38.3K,1.1x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/mao-(f&s-ii-91)-1984-w:be62d6bd77c8305,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SHK0626lot284.jpg
Each: truman capote,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen ink on canvas,$293K,$325.9K,1.1x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/each:-truman-capote-1984-w:d08628ef2cf77f9,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL15486lot256.jpg
Lenin,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on canvas,$375.1K,$416.3K,1.1x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/lenin-1986-w:93c0fbe1e2a9514,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL1536lot200.jpg
Ladies and gentlemen,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen ink on linen,$638.6K,$707.7K,1.1x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/ladies-and-gentlemen-1975-w:d52f93b6b79fd22,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL1558lot13.jpg
Beatle boots,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen ink on canvas,$662.5K,$722.5K,1.1x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/beatle-boots-1986-w:a96965ed832b752,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN2442lot149.jpg
Flowers,ANDY WARHOL (b. 1928 d. 1987),synthetic polymer and silkscreen ink on canvas,$298K,$324.5K,1.1x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/flowers-1964-w:616a100f2432486,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN15877lot217.jpg
Toy series,ANDY WARHOL (b. 1928 d. 1987),acrylic and silkscreen on canvas,$98.1K,$106.4K,1.1x,3 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/toy-series-1983-w:89f86c022be0398,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PUK010217lot50.jpg
Self-portrait (in fright wig),ANDY WARHOL (b. 1928 d. 1987),polacolor er photograph,$32.5K,$35K,1.1x,2 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/self-portrait-(in-fright-wig)-1986-w:738b0e27963683f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PNY010416lot67.jpg
Sandra brant,ANDY WARHOL (b. 1928 d. 1987),acrylic and sikscreen ink on canvas,$157.1K,$165.9K,1.1x,5 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/sandra-brant-1971-w:68a31100508b7fd,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CPF1505lot24.jpg
(i) grapes,ANDY WARHOL (b. 1928 d. 1987),screenprint on strathmore bristol paper,$18.9K,$19.7K,1x,10 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/(i)-grapes-1979-w:38bf50a6f198a59,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PUK010717lot224A.jpg
Six self portraits,ANDY WARHOL (b. 1928 d. 1987),"""acrylic and silkscreen ink on canvas, in six parts""",$30.1M,$31.4M,1x,4 years,https://www.masterworks.com/research/artist/andy-warhol/artwork/six-self-portraits-1986-w:d4e8e76a55ecce4,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL15473lot23.jpg
